final_text,sentiment
excellent product battery hr honestly im using day still battery greatread,0
giving bad review flipkartu taken day ship product otherwise product goodu go iti purchased worthy read,1
didnt thought would best wow sound really goodi writing revies best u buyread,0
nice quality supeerbbbb productread,0
sound goodread,0
excellent bluetooth headset sound quality also great thank u flipkartread,0
awesome product ok bass ok writting review using product month pro awesome sound bass attractive design battery backup one time full charge use day cable supported con not comfortable ear surely pain wear,0
pressure ear due compression ear,1
amazing productsread,1
head phone good headphone cause earpain sometimeread,0
nice product one expensive st electronic product brought flipcart guy go best headphone online class little expensive merit demerit buy fast dont waste time read,0
bluetooth range issue otherwise working,0
everything tight ear using hour r ear r,0
sound come interruptive dnt know due old bluetooth version technical issue range also le nice good ur frst blutooth headphone affordable price rangeread,1
awesome sound great full satisfied bass extremely good product recommend buyread,0
superb quality product using last year second purchase family useread,0
best product soundbass design besti tibk enough purchasing productread,0
bought product awesome battery backup also nice sound also gud happy thnks flipcart nd ecartread,0
writing review month productgood battery backupgood bassdesign build not leather coating headphone geting pealed mnths usageread,0
yes good mic tried talk using mic bluetooth person cannot hear clearly also low sound irritates want something enjoy music budget quality good yes tight use get loosen little not comfortable big head feel head small week got comfortable keeping volume mid range use hour like use hr day,1
nice headset super bass bt not recommended voice callread,0
product good product many problem create,1
best classbest segmentread,0
worth every rupee good clear sound quality bass trustworthy,0
mic not working properlyread,1
good one paded one good cloth work edge absorbs sweat not paded one good product goodread,0
